1.460356240113281467e+00,3.871780253288843898e+00,2.078589314433827795e+01,4.006112115149232704e+04,8.031956335096804196e+02,1.631881416849420532e+02
5.957322448662162595e-02,7.308161250320587277e-01,2.705671341540049752e+02,5.681484708397393888e+02,6.370116761874774966e+03,1.187596004510349985e+03
1.405299923770104639e-02,3.401171715871865331e+01,4.767032684016538902e+00,9.259792629928875613e+03,1.523916076489444458e+04,5.417124181678468631e+03
3.043056246744185733e-01,4.457491255703168176e-01,1.068987330039784966e+00,3.034972851682428154e+04,3.630804983904635719e+03,2.286893890113363739e+02
6.774163739670410189e-01,1.137812784810466837e+01,2.805123198366884196e+01,1.463922037000556302e+05,5.205427215289296328e+03,1.773917432630041162e+02
1.558328184731156904e-02,2.390966743321679411e-01,2.634893490123944915e+00,1.341401878283799647e+02,3.161617050809191824e+03,7.731454853652268699e-01
3.869172337237157620e-03,2.643058519424441144e+01,5.109758830604583579e+01,1.429873492358895248e+01,3.286930628541869623e+02,5.485056364627639169e+01
3.369995863616117616e-04,2.121512204463943974e+01,8.595718508650501022e+00,7.196284919783466876e+02,1.294541842634511704e+04,1.417161639966871860e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.961030469009724220e-03,3.621451663861254278e-01,4.776684417534066140e-02,2.865454640489399907e+01,9.235517931757975703e+02,3.676283214452702008e+00
2.620587005913990186e-01,6.304547125971599053e-02,2.753179695035782082e+00,7.488985593401639562e+03,5.735591818094450289e+00,2.013959628769466121e+02
2.136821578970867996e+00,1.218229995454863213e+00,7.871549160330522987e+00,2.157567575117224187e+05,4.753978189169911275e+02,9.021073554242528303e+01
2.027335463007181815e+00,8.275968148844457459e-03,1.553947274386663358e+00,2.576589641643138893e+05,1.470290849195806970e+02,3.628159698532885358e+01
1.752944954917635467e+00,7.335213008870312967e-02,4.856618042460534745e+00,2.823745686093909317e+05,2.099056538126502858e+02,6.638179448380283532e+01
2.359741978183289013e-01,2.291434260785061433e-02,8.998306765378756567e-02,2.151561078825216464e+04,2.490459221900440312e+01,2.393948814389069923e+00
1.873330849078281846e+00,3.664596888515130740e-02,6.997528464465814224e-01,2.257272099733999639e+05,2.298543279185967592e+01,6.129518032978891640e+00
5.972519701394801039e+00,5.557075434630978639e-02,1.682534545698345152e+00,8.521722268806027714e+05,1.867422615188315049e+01,1.832118409796885317e+01
1.836840304278835462e-02,1.485770899253172350e-01,3.446432071297393041e+00,1.096667843108281470e+00,8.142094786885216706e+00,3.808106809883325283e+00
6.882532759880223949e+00,1.150046854106272221e-01,2.532684298520461397e+00,5.449018379993240815e+05,1.624058134412272025e+01,3.944553079362810966e+00
3.674170001527889834e-02,5.913474524031203661e-01,4.689069866867438208e+00,1.777389548690810628e+01,6.222716798888072844e+02,1.059355671007611335e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.354885794074538533e-02,2.023965403698651642e+02,4.417544692843007326e+00,1.588421293082501018e+00,2.030543937444083014e+00,1.010704906512314150e+00
